"AccusedMasterID","CaseMasterID","AccusedName","AgeYear","GenderID","PersonID"
"15022","15334","Prakash Gowda 15336","46","2","A3"
"15023","15335","Vijay Patil A128","31","1","A1"
"15024","15335","Vijay Patil 15336","42","1","A2"
"15025","15335","Kiran R 15337","35","1","A3"
"15026","15336","Suresh Babu 15336","41","1","A1"
"15027","15341","Kiran R 15341","21","1","A1"
"15028","15342","Arjun Nayak 15342","51","1","A1"
"15029","15344","Naveen H A37","52","1","A1"
"15030","15344","Manjunath S 15345","37","1","A2"
"15031","15347","Rizwan Khan 15347","25","1","A1"
"15032","15348","Suresh Babu 15348","39","1","A1"
"15033","15351","Suresh Babu A51","46","1","A1"
"15034","15352","Kiran R A8","38","1","A1"
"15035","15352","Ravi Kumar 15353","41","1","A2"
"15036","15353","Manjunath S 15353","40","1","A1"
"15037","15354","Ravi Kumar A147","28","1","A1"
"15038","15355","Manjunath S 15355","31","1","A1"
"15039","15357","Imran Pasha 15357","24","1","A1"
"15040","15360","Rizwan Khan 15360","35","2","A1"
"15041","15362","Vijay Patil 15362","27","1","A1"
"15042","15363","Suresh Babu A10","28","1","A1"
"15043","15364","Ravi Kumar A19","52","1","A1"
"15044","15364","Vijay Patil 15365","26","1","A2"
"15045","15365","Imran Pasha A114","28","1","A1"
"15046","15365","Imran Pasha 15366","26","1","A2"
"15047","15365","Vijay Patil 15367","36","1","A3"
"15048","15366","Arjun Nayak 15366","53","1","A1"
"15049","15368","Ravi Kumar A86","45","1","A1"
"15050","15370","Suresh Babu A1","33","1","A1"
"15051","15371","Imran Pasha 15371","39","1","A1"
"15052","15372","Suresh Babu 15372","48","1","A1"
"15053","15373","Kiran R A21","51","1","A1"
"15054","15373","Rizwan Khan 15374","23","1","A2"
"15055","15373","Prakash Gowda 15375","56","1","A3"
"15056","15375","Arjun Nayak A46","48","1","A1"
"15057","15375","Suresh Babu 15376","39","1","A2"
"15058","15375","Manjunath S 15377","38","1","A3"
"15059","15376","Vijay Patil 15376","33","1","A1"
"15060","15377","Imran Pasha 15377","24","1","A1"
"15061","15379","Naveen H A73","56","1","A1"
"15062","15380","Rizwan Khan A90","27","1","A1"
"15063","15380","Naveen H 15381","50","1","A2"
"15064","15381","Prakash Gowda A14","48","1","A1"
"15065","15382","Suresh Babu 15382","32","1","A1"
"15066","15383","Ravi Kumar A39","41","1","A1"
"15067","15383","Imran Pasha 15384","20","1","A2"
"15068","15383","Kiran R 15385","22","2","A3"
"15069","15384","Vijay Patil A172","53","1","A1"
"15070","15384","Arjun Nayak 15385","33","1","A2"
"15071","15384","Vijay Patil 15386","55","1","A3"
"15072","15386","Arjun Nayak 15386","19","1","A1"
"15073","15387","Prakash Gowda A14","33","2","A1"
"15074","15387","Arjun Nayak 15388","22","1","A2"
"15075","15388","Vijay Patil A55","37","1","A1"
"15076","15390","Manjunath S A139","22","1","A1"
"15077","15390","Manjunath S 15391","19","1","A2"
"15078","15391","Vijay Patil 15391","41","2","A1"
"15079","15393","Ravi Kumar 15393","21","1","A1"
"15080","15394","Ravi Kumar 15394","25","1","A1"
"15081","15396","Prakash Gowda 15396","36","1","A1"
"15082","15397","Imran Pasha A79","47","1","A1"
"15083","15398","Imran Pasha A112","37","1","A1"
"15084","15398","Manjunath S 15399","54","1","A2"
"15085","15399","Rizwan Khan A90","21","1","A1"
"15086","15399","Naveen H 15400","32","1","A2"
"15087","15400","Manjunath S 15400","28","2","A1"
"15088","15402","Imran Pasha A129","46","1","A1"
"15089","15403","Suresh Babu A92","53","1","A1"
"15090","15404","Vijay Patil A77","51","1","A1"
"15091","15405","Kiran R A32","37","1","A1"
"15092","15407","Suresh Babu 15407","27","1","A1"
"15093","15408","Ravi Kumar 15408","50","1","A1"
"15094","15409","Rizwan Khan A63","53","1","A1"
"15095","15409","Manjunath S 15410","34","1","A2"
"15096","15412","Ravi Kumar A169","20","1","A1"
"15097","15412","Rizwan Khan 15413","56","1","A2"
"15098","15413","Vijay Patil 15413","34","1","A1"
"15099","15414","Rizwan Khan A78","31","1","A1"
"15100","15416","Manjunath S 15416","44","1","A1"
"15101","15417","Arjun Nayak 15417","22","1","A1"
"15102","15418","Suresh Babu 15418","35","1","A1"
"15103","15419","Imran Pasha A30","46","2","A1"
"15104","15419","Ravi Kumar 15420","22","1","A2"
"15105","15419","Rizwan Khan 15421","19","1","A3"
"15106","15421","Arjun Nayak A152","45","1","A1"
"15107","15424","Rizwan Khan A90","30","1","A1"
"15108","15425","Manjunath S A127","42","1","A1"
"15109","15425","Kiran R 15426","28","1","A2"
"15110","15425","Naveen H 15427","30","1","A3"
"15111","15426","Naveen H A98","31","1","A1"
"15112","15426","Imran Pasha 15427","19","1","A2"
"15113","15427","Prakash Gowda A71","23","1","A1"
"15114","15427","Arjun Nayak 15428","48","1","A2"
"15115","15427","Rizwan Khan 15429","26","1","A3"
"15116","15428","Ravi Kumar A28","37","1","A1"
"15117","15428","Manjunath S 15429","29","1","A2"
"15118","15429","Arjun Nayak A45","21","1","A1"
"15119","15429","Prakash Gowda 15430","47","1","A2"
"15120","15430","Rizwan Khan 15430","24","2","A1"
"15121","15431","Prakash Gowda 15431","36","1","A1"
"15122","15434","Manjunath S 15434","32","2","A1"
"15123","15435","Arjun Nayak A49","34","1","A1"
"15124","15435","Vijay Patil 15436","29","1","A2"
"15125","15436","Rizwan Khan A178","43","1","A1"
"15126","15437","Arjun Nayak 15437","54","2","A1"
"15127","15438","Vijay Patil 15438","44","2","A1"
"15128","15439","Rizwan Khan 15439","47","1","A1"
"15129","15440","Imran Pasha A164","21","1","A1"
"15130","15440","Rizwan Khan 15441","32","1","A2"
"15131","15440","Rizwan Khan 15442","51","1","A3"
"15132","15441","Imran Pasha 15441","28","1","A1"
"15133","15442","Rizwan Khan A137","21","1","A1"
"15134","15442","Rizwan Khan 15443","25","1","A2"
"15135","15443","Naveen H A37","21","1","A1"
"15136","15445","Prakash Gowda A167","36","1","A1"
"15137","15445","Imran Pasha 15446","19","1","A2"
"15138","15446","Ravi Kumar 15446","20","1","A1"
"15139","15448","Naveen H A18","34","1","A1"
"15140","15450","Imran Pasha A144","53","1","A1"
"15141","15450","Naveen H 15451","43","1","A2"
"15142","15451","Suresh Babu 15451","30","1","A1"
"15143","15452","Prakash Gowda A167","30","1","A1"
"15144","15452","Suresh Babu 15453","19","1","A2"
"15145","15452","Arjun Nayak 15454","25","1","A3"
"15146","15453","Manjunath S A122","31","1","A1"
"15147","15455","Imran Pasha 15455","47","1","A1"
"15148","15457","Arjun Nayak 15457","45","1","A1"
"15149","15458","Imran Pasha 15458","46","1","A1"
"15150","15459","Manjunath S A13","20","1","A1"
"15151","15459","Vijay Patil 15460","20","1","A2"
"15152","15459","Suresh Babu 15461","39","1","A3"
"15153","15460","Vijay Patil 15460","50","1","A1"
"15154","15461","Imran Pasha A112","56","1","A1"
"15155","15461","Ravi Kumar 15462","52","1","A2"
"15156","15462","Manjunath S 15462","29","1","A1"
"15157","15464","Suresh Babu A104","26","1","A1"
"15158","15464","Rizwan Khan 15465","23","1","A2"
"15159","15465","Suresh Babu A66","49","1","A1"
"15160","15465","Manjunath S 15466","40","2","A2"
"15161","15465","Rizwan Khan 15467","33","1","A3"
"15162","15466","Naveen H A12","25","1","A1"
"15163","15467","Rizwan Khan 15467","51","1","A1"
"15164","15468","Kiran R 15468","41","1","A1"
"15165","15469","Suresh Babu A66","33","1","A1"
"15166","15469","Ravi Kumar 15470","44","1","A2"
"15167","15472","Kiran R 15472","23","1","A1"
"15168","15474","Arjun Nayak 15474","41","1","A1"
"15169","15475","Arjun Nayak 15475","46","1","A1"
"15170","15477","Naveen H A105","56","1","A1"
"15171","15477","Imran Pasha 15478","22","1","A2"
"15172","15477","Vijay Patil 15479","41","1","A3"
"15173","15478","Vijay Patil A110","43","1","A1"
"15174","15479","Naveen H A89","56","1","A1"
"15175","15481","Vijay Patil 15481","54","1","A1"
"15176","15482","Kiran R A174","27","1","A1"
"15177","15482","Suresh Babu 15483","38","1","A2"
"15178","15482","Manjunath S 15484","26","1","A3"
"15179","15483","Prakash Gowda 15483","56","1","A1"
"15180","15484","Suresh Babu 15484","22","1","A1"
"15181","15486","Arjun Nayak A49","40","1","A1"
"15182","15486","Suresh Babu 15487","54","1","A2"
"15183","15486","Kiran R 15488","20","1","A3"
"15184","15487","Rizwan Khan 15487","36","1","A1"
"15185","15489","Imran Pasha 15489","19","1","A1"
"15186","15490","Suresh Babu 15490","19","1","A1"
"15187","15491","Vijay Patil 15491","20","1","A1"
"15188","15492","Naveen H A98","53","1","A1"
"15189","15493","Vijay Patil 15493","20","1","A1"
"15190","15494","Kiran R 15494","43","1","A1"
"15191","15495","Vijay Patil A113","46","1","A1"
"15192","15495","Kiran R 15496","37","1","A2"
"15193","15497","Arjun Nayak 15497","55","1","A1"
"15194","15499","Vijay Patil A74","27","1","A1"
"15195","15499","Vijay Patil 15500","33","1","A2"
"15196","15499","Suresh Babu 15501","23","1","A3"
"15197","15500","Manjunath S A5","31","1","A1"
"15198","15500","Rizwan Khan 15501","45","1","A2"
"15199","15500","Ravi Kumar 15502","44","2","A3"
"15200","15502","Rizwan Khan A78","54","1","A1"
"15201","15502","Prakash Gowda 15503","21","1","A2"
"15202","15503","Manjunath S 15503","28","1","A1"
"15203","15505","Suresh Babu A51","25","2","A1"
"15204","15505","Arjun Nayak 15506","46","2","A2"
"15205","15508","Manjunath S 15508","50","1","A1"
"15206","15509","Kiran R 15509","20","1","A1"
"15207","15510","Rizwan Khan 15510","25","2","A1"
"15208","15511","Kiran R 15511","35","1","A1"
"15209","15512","Ravi Kumar A28","28","1","A1"
"15210","15513","Imran Pasha A93","41","1","A1"
"15211","15513","Naveen H 15514","26","1","A2"
"15212","15513","Arjun Nayak 15515","21","1","A3"
"15213","15515","Arjun Nayak A152","56","1","A1"
"15214","15516","Prakash Gowda 15516","41","1","A1"
"15215","15517","Manjunath S A13","21","1","A1"
"15216","15518","Naveen H 15518","31","1","A1"
"15217","15519","Vijay Patil 15519","32","1","A1"
"15218","15520","Arjun Nayak A106","47","1","A1"
"15219","15520","Ravi Kumar 15521","32","1","A2"
"15220","15520","Arjun Nayak 15522","20","1","A3"
"15221","15523","Imran Pasha A69","31","1","A1"
"15222","15523","Naveen H 15524","38","1","A2"
"15223","15524","Ravi Kumar 15524","56","1","A1"
"15224","15526","Prakash Gowda 15526","54","1","A1"
"15225","15527","Arjun Nayak 15527","32","1","A1"
"15226","15528","Rizwan Khan 15528","37","2","A1"
"15227","15529","Naveen H A52","50","1","A1"
"15228","15529","Suresh Babu 15530","44","1","A2"
"15229","15529","Naveen H 15531","21","1","A3"
"15230","15530","Prakash Gowda A25","45","1","A1"
"15231","15530","Kiran R 15531","42","1","A2"
"15232","15532","Prakash Gowda A36","51","1","A1"
"15233","15532","Vijay Patil 15533","30","1","A2"
"15234","15533","Suresh Babu A1","20","1","A1"
"15235","15533","Rizwan Khan 15534","37","2","A2"
"15236","15533","Prakash Gowda 15535","38","1","A3"
"15237","15537","Suresh Babu A104","40","1","A1"
"15238","15538","Kiran R A174","43","1","A1"
"15239","15541","Suresh Babu 15541","33","1","A1"
"15240","15543","Kiran R A72","19","1","A1"
"15241","15543","Rizwan Khan 15544","33","1","A2"
"15242","15544","Suresh Babu A96","33","1","A1"
"15243","15544","Ravi Kumar 15545","28","1","A2"
"15244","15544","Naveen H 15546","53","1","A3"
"15245","15546","Prakash Gowda 15546","47","2","A1"
"15246","15550","Rizwan Khan A60","45","1","A1"
"15247","15550","Imran Pasha 15551","22","1","A2"
"15248","15553","Rizwan Khan 15553","47","1","A1"
"15249","15555","Ravi Kumar 15555","35","1","A1"
"15250","15556","Arjun Nayak A24","55","2","A1"
"15251","15557","Prakash Gowda 15557","37","1","A1"
"15252","15558","Suresh Babu A10","50","1","A1"
"15253","15560","Ravi Kumar 15560","43","1","A1"
"15254","15561","Imran Pasha 15561","24","1","A1"
"15255","15563","Suresh Babu A111","37","1","A1"
"15256","15564","Naveen H A84","44","1","A1"
"15257","15564","Rizwan Khan 15565","22","1","A2"
"15258","15564","Naveen H 15566","53","1","A3"
"15259","15565","Vijay Patil 15565","38","1","A1"
"15260","15566","Imran Pasha 15566","50","1","A1"
"15261","15568","Naveen H A84","38","1","A1"
"15262","15569","Imran Pasha A58","46","2","A1"
"15263","15569","Imran Pasha 15570","32","1","A2"
"15264","15571","Rizwan Khan 15571","27","2","A1"
"15265","15572","Arjun Nayak A124","37","1","A1"
"15266","15572","Manjunath S 15573","39","1","A2"
"15267","15573","Kiran R A133","24","1","A1"
"15268","15573","Kiran R 15574","33","1","A2"
"15269","15573","Rizwan Khan 15575","52","1","A3"
"15270","15575","Rizwan Khan A33","43","1","A1"
"15271","15576","Manjunath S A127","50","1","A1"
"15272","15576","Vijay Patil 15577","23","1","A2"
"15273","15578","Imran Pasha A6","37","1","A1"
"15274","15578","Kiran R 15579","35","1","A2"
"15275","15579","Suresh Babu 15579","33","1","A1"
"15276","15580","Vijay Patil 15580","40","1","A1"
"15277","15581","Imran Pasha A144","42","1","A1"
"15278","15582","Arjun Nayak A15","42","1","A1"
"15279","15583","Imran Pasha A83","48","1","A1"
"15280","15583","Imran Pasha 15584","54","1","A2"
"15281","15583","Rizwan Khan 15585","49","1","A3"
"15282","15585","Arjun Nayak 15585","46","1","A1"
"15283","15586","Naveen H A52","31","1","A1"
"15284","15586","Arjun Nayak 15587","47","1","A2"
"15285","15587","Imran Pasha A129","26","1","A1"
"15286","15588","Manjunath S 15588","48","1","A1"
"15287","15589","Imran Pasha A171","49","1","A1"
"15288","15589","Naveen H 15590","37","1","A2"
"15289","15589","Suresh Babu 15591","36","1","A3"
"15290","15591","Ravi Kumar A76","28","1","A1"
"15291","15591","Arjun Nayak 15592","36","1","A2"
"15292","15593","Arjun Nayak A15","30","1","A1"
"15293","15595","Ravi Kumar A179","21","1","A1"
"15294","15595","Arjun Nayak 15596","49","2","A2"
"15295","15597","Rizwan Khan A94","39","1","A1"
"15296","15597","Suresh Babu 15598","50","1","A2"
"15297","15599","Vijay Patil 15599","29","1","A1"
"15298","15600","Arjun Nayak 15600","56","2","A1"
"15299","15603","Rizwan Khan A78","52","1","A1"
"15300","15604","Arjun Nayak 15604","50","1","A1"
"15301","15605","Vijay Patil 15605","56","2","A1"
"15302","15606","Rizwan Khan A108","36","1","A1"
"15303","15606","Suresh Babu 15607","43","1","A2"
"15304","15608","Kiran R 15608","21","1","A1"
"15305","15611","Prakash Gowda A7","47","1","A1"
"15306","15611","Arjun Nayak 15612","42","1","A2"
"15307","15611","Kiran R 15613","20","1","A3"
"15308","15612","Imran Pasha 15612","32","1","A1"
"15309","15613","Prakash Gowda 15613","35","1","A1"
"15310","15614","Suresh Babu A104","26","1","A1"
"15311","15614","Naveen H 15615","39","1","A2"
"15312","15615","Prakash Gowda A120","38","1","A1"
"15313","15615","Rizwan Khan 15616","28","2","A2"
"15314","15617","Manjunath S A127","56","1","A1"
"15315","15617","Rizwan Khan 15618","40","1","A2"
"15316","15617","Vijay Patil 15619","53","1","A3"
"15317","15618","Arjun Nayak A46","39","1","A1"
"15318","15618","Naveen H 15619","39","2","A2"
"15319","15618","Kiran R 15620","37","1","A3"
"15320","15620","Naveen H 15620","29","1","A1"
"15321","15621","Naveen H A70","54","1","A1"
"15322","15624","Ravi Kumar 15624","55","1","A1"
"15323","15627","Suresh Babu 15627","49","1","A1"
"15324","15629","Rizwan Khan 15629","29","1","A1"
"15325","15630","Prakash Gowda A143","53","1","A1"
"15326","15631","Naveen H 15631","19","1","A1"
"15327","15632","Suresh Babu A62","39","1","A1"
"15328","15632","Rizwan Khan 15633","36","1","A2"
"15329","15632","Rizwan Khan 15634","22","1","A3"
"15330","15634","Naveen H 15634","34","1","A1"
"15331","15635","Naveen H 15635","40","1","A1"
"15332","15637","Naveen H 15637","53","1","A1"
"15333","15639","Ravi Kumar A19","25","1","A1"
"15334","15639","Manjunath S 15640","39","1","A2"
"15335","15640","Naveen H A37","26","1","A1"
"15336","15640","Prakash Gowda 15641","48","1","A2"
"15337","15640","Rizwan Khan 15642","23","1","A3"
"15338","15641","Rizwan Khan A47","43","1","A1"
"15339","15641","Kiran R 15642","39","1","A2"
"15340","15641","Arjun Nayak 15643","35","1","A3"
"15341","15643","Kiran R 15643","21","1","A1"
"15342","15645","Kiran R 15645","42","1","A1"
"15343","15647","Ravi Kumar A39","51","1","A1"
"15344","15649","Imran Pasha A114","28","1","A1"
"15345","15649","Prakash Gowda 15650","25","1","A2"
"15346","15649","Suresh Babu 15651","52","1","A3"
"15347","15650","Kiran R 15650","48","1","A1"
"15348","15652","Ravi Kumar 15652","25","1","A1"
"15349","15653","Prakash Gowda A14","41","1","A1"
"15350","15653","Ravi Kumar 15654","20","1","A2"
"15351","15654","Suresh Babu 15654","32","1","A1"
"15352","15655","Kiran R A133","23","1","A1"
"15353","15655","Ravi Kumar 15656","47","1","A2"
"15354","15656","Arjun Nayak A54","46","1","A1"
"15355","15656","Ravi Kumar 15657","46","1","A2"
"15356","15657","Prakash Gowda 15657","23","1","A1"
"15357","15661","Arjun Nayak A15","53","1","A1"
"15358","15662","Suresh Babu A10","45","1","A1"
"15359","15664","Manjunath S 15664","45","1","A1"
"15360","15666","Ravi Kumar 15666","30","1","A1"
"15361","15668","Kiran R A136","55","1","A1"
"15362","15668","Prakash Gowda 15669","54","1","A2"
"15363","15670","Vijay Patil 15670","27","1","A1"
"15364","15671","Prakash Gowda A155","44","1","A1"
"15365","15671","Kiran R 15672","29","1","A2"
"15366","15671","Manjunath S 15673","24","1","A3"
"15367","15672","Naveen H 15672","39","1","A1"
"15368","15673","Rizwan Khan A148","46","1","A1"
"15369","15673","Suresh Babu 15674","22","2","A2"
"15370","15674","Rizwan Khan 15674","48","1","A1"
"15371","15675","Kiran R A136","22","1","A1"
"15372","15675","Ravi Kumar 15676","24","1","A2"
"15373","15676","Kiran R 15676","56","1","A1"
"15374","15681","Vijay Patil 15681","45","1","A1"
"15375","15682","Naveen H A88","31","1","A1"
"15376","15687","Rizwan Khan A40","20","1","A1"
"15377","15688","Naveen H 15688","22","2","A1"
"15378","15690","Prakash Gowda 15690","41","1","A1"
"15379","15692","Imran Pasha 15692","47","1","A1"
"15380","15693","Naveen H A84","53","1","A1"
"15381","15693","Arjun Nayak 15694","22","1","A2"
"15382","15694","Naveen H A163","30","1","A1"
"15383","15694","Rizwan Khan 15695","51","1","A2"
"15384","15695","Suresh Babu A177","39","1","A1"
"15385","15695","Suresh Babu 15696","49","1","A2"
"15386","15695","Manjunath S 15697","46","1","A3"
"15387","15696","Imran Pasha 15696","25","1","A1"
"15388","15697","Prakash Gowda A170","50","1","A1"
"15389","15700","Imran Pasha 15700","24","1","A1"
"15390","15702","Imran Pasha 15702","49","1","A1"
"15391","15705","Arjun Nayak A45","52","1","A1"
"15392","15705","Arjun Nayak 15706","44","1","A2"
"15393","15706","Vijay Patil A141","47","1","A1"
"15394","15706","Prakash Gowda 15707","48","1","A2"
"15395","15707","Vijay Patil 15707","36","1","A1"
"15396","15709","Vijay Patil 15709","25","1","A1"
"15397","15710","Manjunath S 15710","51","1","A1"
"15398","15712","Vijay Patil 15712","31","1","A1"
"15399","15713","Vijay Patil A172","19","1","A1"
"15400","15713","Kiran R 15714","42","1","A2"
"15401","15714","Imran Pasha 15714","34","1","A1"
"15402","15716","Vijay Patil A34","34","2","A1"
"15403","15717","Kiran R A174","43","2","A1"
"15404","15717","Naveen H 15718","29","1","A2"
"15405","15717","Imran Pasha 15719","53","1","A3"
"15406","15718","Kiran R 15718","36","1","A1"
"15407","15719","Imran Pasha 15719","39","1","A1"
"15408","15721","Suresh Babu 15721","42","1","A1"
"15409","15722","Suresh Babu 15722","26","1","A1"
"15410","15723","Imran Pasha 15723","42","1","A1"
"15411","15724","Naveen H A64","31","1","A1"
"15412","15724","Imran Pasha 15725","45","1","A2"
"15413","15726","Kiran R A136","51","1","A1"
"15414","15726","Naveen H 15727","46","1","A2"
"15415","15727","Ravi Kumar 15727","49","1","A1"
"15416","15728","Kiran R 15728","30","1","A1"
"15417","15730","Naveen H 15730","22","1","A1"
"15418","15732","Rizwan Khan 15732","30","2","A1"
"15419","15734","Arjun Nayak 15734","41","1","A1"
"15420","15735","Vijay Patil A50","40","1","A1"
"15421","15735","Prakash Gowda 15736","53","1","A2"
"15422","15735","Kiran R 15737","22","1","A3"
"15423","15736","Imran Pasha A57","38","1","A1"
"15424","15738","Manjunath S 15738","22","1","A1"
"15425","15740","Suresh Babu A177","44","1","A1"
"15426","15740","Suresh Babu 15741","53","1","A2"
"15427","15740","Suresh Babu 15742","29","1","A3"
"15428","15741","Rizwan Khan 15741","33","1","A1"
"15429","15742","Ravi Kumar A86","21","1","A1"
"15430","15742","Vijay Patil 15743","50","1","A2"
"15431","15742","Prakash Gowda 15744","25","1","A3"
"15432","15743","Naveen H A146","46","1","A1"
"15433","15744","Naveen H 15744","43","1","A1"
"15434","15745","Imran Pasha 15745","23","1","A1"
"15435","15747","Prakash Gowda A150","39","1","A1"
"15436","15747","Ravi Kumar 15748","48","2","A2"
"15437","15747","Suresh Babu 15749","54","1","A3"
"15438","15748","Ravi Kumar 15748","43","2","A1"
"15439","15749","Vijay Patil 15749","39","1","A1"
"15440","15750","Rizwan Khan 15750","29","1","A1"
"15441","15754","Suresh Babu 15754","50","1","A1"
"15442","15757","Rizwan Khan 15757","24","1","A1"
"15443","15758","Ravi Kumar A76","36","1","A1"
"15444","15758","Rizwan Khan 15759","27","1","A2"
"15445","15760","Ravi Kumar 15760","51","1","A1"
"15446","15761","Vijay Patil 15761","39","1","A1"
"15447","15762","Manjunath S 15762","23","1","A1"
"15448","15766","Imran Pasha A6","53","1","A1"
"15449","15766","Arjun Nayak 15767","40","1","A2"
"15450","15766","Manjunath S 15768","22","1","A3"
"15451","15767","Naveen H A61","29","1","A1"
"15452","15767","Kiran R 15768","20","1","A2"
"15453","15769","Prakash Gowda 15769","25","2","A1"
"15454","15770","Prakash Gowda A142","25","1","A1"
"15455","15770","Imran Pasha 15771","44","1","A2"
"15456","15770","Prakash Gowda 15772","30","1","A3"
"15457","15771","Arjun Nayak 15771","30","1","A1"
"15458","15772","Ravi Kumar 15772","29","1","A1"
"15459","15773","Imran Pasha 15773","22","1","A1"
"15460","15775","Rizwan Khan 15775","47","1","A1"
"15461","15776","Suresh Babu 15776","19","2","A1"
"15462","15778","Vijay Patil A20","31","1","A1"
"15463","15778","Prakash Gowda 15779","26","1","A2"
"15464","15780","Vijay Patil A20","41","2","A1"
"15465","15780","Naveen H 15781","55","1","A2"
"15466","15781","Manjunath S 15781","45","1","A1"
"15467","15783","Rizwan Khan 15783","55","1","A1"
"15468","15784","Suresh Babu A180","51","1","A1"
"15469","15784","Rizwan Khan 15785","36","1","A2"
"15470","15785","Rizwan Khan A108","21","1","A1"
"15471","15785","Ravi Kumar 15786","37","1","A2"
"15472","15785","Imran Pasha 15787","49","1","A3"
"15473","15787","Suresh Babu 15787","19","1","A1"
"15474","15788","Naveen H 15788","27","1","A1"
"15475","15790","Kiran R A38","34","1","A1"
"15476","15790","Kiran R 15791","49","1","A2"
"15477","15790","Prakash Gowda 15792","23","2","A3"
"15478","15791","Imran Pasha 15791","39","1","A1"
"15479","15792","Rizwan Khan A148","34","1","A1"
"15480","15793","Kiran R 15793","39","1","A1"
"15481","15794","Suresh Babu A62","56","1","A1"
"15482","15794","Suresh Babu 15795","36","1","A2"
"15483","15797","Imran Pasha A166","49","1","A1"
"15484","15797","Vijay Patil 15798","49","1","A2"
"15485","15799","Ravi Kumar A76","51","2","A1"
"15486","15799","Vijay Patil 15800","31","1","A2"
"15487","15800","Manjunath S A127","23","1","A1"
"15488","15800","Naveen H 15801","25","1","A2"
"15489","15801","Vijay Patil 15801","35","1","A1"
"15490","15803","Arjun Nayak 15803","47","1","A1"
"15491","15805","Arjun Nayak A45","42","1","A1"
"15492","15805","Ravi Kumar 15806","20","1","A2"
"15493","15806","Vijay Patil 15806","32","1","A1"
"15494","15809","Imran Pasha 15809","52","1","A1"
"15495","15816","Kiran R 15816","47","1","A1"
"15496","15817","Suresh Babu A66","30","1","A1"
"15497","15817","Manjunath S 15818","22","1","A2"
"15498","15817","Arjun Nayak 15819","26","1","A3"
"15499","15818","Suresh Babu 15818","28","1","A1"
"15500","15820","Naveen H A89","53","1","A1"
"15501","15821","Prakash Gowda 15821","39","1","A1"
"15502","15822","Vijay Patil 15822","22","1","A1"
"15503","15823","Ravi Kumar 15823","55","1","A1"
"15504","15825","Manjunath S 15825","28","1","A1"
"15505","15826","Manjunath S A122","32","1","A1"
"15506","15826","Prakash Gowda 15827","20","1","A2"
"15507","15827","Rizwan Khan A90","19","1","A1"
"15508","15827","Arjun Nayak 15828","19","1","A2"
"15509","15829","Suresh Babu 15829","31","1","A1"
"15510","15830","Naveen H A44","28","1","A1"
"15511","15831","Rizwan Khan 15831","42","1","A1"
"15512","15832","Manjunath S 15832","23","2","A1"
"15513","15833","Manjunath S 15833","39","1","A1"
"15514","15835","Vijay Patil A109","44","1","A1"
"15515","15836","Manjunath S 15836","30","1","A1"
"15516","15837","Prakash Gowda 15837","33","2","A1"
"15517","15839","Imran Pasha A58","56","1","A1"
"15518","15840","Arjun Nayak A85","23","1","A1"
"15519","15841","Imran Pasha 15841","37","1","A1"
"15520","15842","Suresh Babu 15842","46","1","A1"
"15521","15843","Vijay Patil 15843","41","2","A1"
"15522","15845","Ravi Kumar A81","26","1","A1"
"15523","15845","Suresh Babu 15846","28","1","A2"
"15524","15845","Rizwan Khan 15847","32","1","A3"
"15525","15847","Suresh Babu A22","30","1","A1"
"15526","15847","Imran Pasha 15848","35","1","A2"
"15527","15848","Kiran R A121","28","1","A1"
"15528","15848","Suresh Babu 15849","26","1","A2"
"15529","15848","Arjun Nayak 15850","41","1","A3"
"15530","15849","Suresh Babu 15849","43","1","A1"
"15531","15850","Suresh Babu 15850","22","2","A1"
"15532","15853","Ravi Kumar A147","22","1","A1"
"15533","15854","Arjun Nayak 15854","48","1","A1"
"15534","15856","Arjun Nayak 15856","45","1","A1"
"15535","15858","Suresh Babu A66","48","1","A1"
"15536","15859","Manjunath S 15859","41","1","A1"
"15537","15860","Vijay Patil 15860","26","1","A1"
"15538","15862","Arjun Nayak A152","47","1","A1"
"15539","15862","Kiran R 15863","25","1","A2"
"15540","15862","Arjun Nayak 15864","26","1","A3"
"15541","15863","Imran Pasha A83","37","1","A1"
"15542","15863","Kiran R 15864","50","1","A2"
"15543","15864","Arjun Nayak A85","25","1","A1"
"15544","15864","Naveen H 15865","26","1","A2"
"15545","15865","Prakash Gowda A155","27","1","A1"
"15546","15865","Rizwan Khan 15866","40","1","A2"
"15547","15866","Kiran R 15866","36","1","A1"
"15548","15867","Naveen H A73","31","1","A1"
"15549","15868","Naveen H A18","39","1","A1"
"15550","15870","Suresh Babu A177","38","1","A1"
"15551","15871","Manjunath S 15871","20","1","A1"
"15552","15872","Kiran R 15872","54","1","A1"
"15553","15873","Rizwan Khan A90","27","1","A1"
"15554","15875","Ravi Kumar 15875","56","1","A1"
"15555","15876","Rizwan Khan A119","37","1","A1"
"15556","15879","Ravi Kumar A87","50","1","A1"
"15557","15879","Imran Pasha 15880","29","1","A2"
"15558","15880","Kiran R 15880","52","1","A1"
"15559","15881","Kiran R 15881","31","1","A1"
"15560","15885","Imran Pasha A58","43","1","A1"
"15561","15885","Prakash Gowda 15886","51","1","A2"
"15562","15886","Imran Pasha 15886","22","1","A1"
"15563","15888","Ravi Kumar 15888","26","1","A1"
"15564","15889","Suresh Babu 15889","28","1","A1"
"15565","15890","Ravi Kumar 15890","55","1","A1"
"15566","15893","Naveen H 15893","50","1","A1"
